Producto ID;Nombre;Modelo;META KEYWORDS;META DESCRIPTION;SKU;Stock Status;Fabricante;Envio;Precio;Impuesto;Disponibilidad;Peso;Unidad de Peso;Largo;Ancho;Alto;Unidad de Longitud;Creado;Modificado;Veces Visto;Stock Minimo;Costo;Cantidad
3772;DANIBISK GALLETON XTRA CHOCO 200 GRS;157452;;;;Disponible;;1;-78422.19923;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6343.844828
3773;DANIBISK GAYETN CLASIC 200 GRS;157454;;;;Disponible;;1;-78445.02956;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6345.699507
3774;yeah;157456;;;;Disponible;;1;-78467.85988;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6347.554187
3776;DANIBSK GAYETN FIESTA 200G;157458;;;;Disponible;;1;-78490.6902;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6349.408867
3777;FLIPS CHOCO 120 grs;157461;;;;Disponible;;1;-78513.52053;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6351.263547
3778;FLIPS CHOCOLATE 24 X 220grs;157463;;;;Disponible;;1;-78536.35085;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6353.118227
3779;FLIPS CHOCOLATE E 12X12X28 GRS;157465;;;;Disponible;;1;-78559.18117;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6354.972906
3780;FLIPS DOBLE CHOCO 12 X 12X28 GR;157467;;;;Disponible;;1;-78582.01149;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6356.827586
3781;FLIPS DOBLE CHOCO 24 X 220grs;157469;;;;Disponible;;1;-78604.84182;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6358.682266
3782;FLIPS DULCE DE LECHE 120 grs;157471;;;;Disponible;;1;-78627.67214;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6360.536946
3783;FLIPS DULCE DE LECHE 24 X 220grs;157474;;;;Disponible;;1;-78650.50246;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6362.391626
3784;yeah;157476;;;;Disponible;;1;-78673.33279;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6364.246305
3785;yeah;157478;;;;Disponible;;1;-78696.16311;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6366.100985
3786;yeah;157480;;;;Disponible;;1;-78718.99343;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6367.955665
3787;yeah;157482;;;;Disponible;;1;-78741.82375;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6369.810345
3788;yeah;157484;;;;Disponible;;1;-78764.65408;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6371.665025
3789;yeah;157486;;;;Disponible;;1;-78787.4844;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6373.519704
3790;yeah;157489;;;;Disponible;;1;-78810.31472;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6375.374384
3791;ACT II MANTEQUILLA;157491;;;;Disponible;;1;-78833.14505;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6377.229064
3793;ACT II MANTEQUILLA 12 X 3 X 91Grs;157493;;;;Disponible;;1;-78855.97537;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6379.083744
3794;ACT II MANTEQUILLA 4X18X91 GRS;157495;;ACT II MANTEQUILLA 4X18X91 GRS;;Disponible;;1;-78878.80569;IVA;09/08/2012;0;Kilogramo;0;0;0;Cent;06/01/2009 23:21;09/08/2012 18:15;;1;0;-6380.938424
3795;ACT II NATURAL 12 X 3 X 91Grs;157497;;;;Disponible;;1;-78901.63602;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6382.793103
3796;ACT II NATURALES 4X18X91 GRS;157499;;;;Disponible;;1;-78924.46634;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6384.647783
3797;ACT II QUESO AMARILLO 4X15X96GRS;157502;;;;Disponible;;1;-78947.29666;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6386.502463
3798;AZUCARADAS 240 GRS;157504;;;;Disponible;;1;-78970.12698;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6388.357143
3799;CHOCO SAFARI 240 GRS;157506;;;;Disponible;;1;-78992.95731;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6390.211823
3800;CHOCOAZUCARADAS 12 X 240 GRS;157508;;;;Disponible;;1;-79015.78763;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6392.066502
3801;CRONCH FLAKES 250 grs. (Three Pack);157510;;;;Disponible;;1;-79038.61795;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6393.921182
3802;DANIBISK GALLETON XTRA CHOCO 200 GRS;157512;;;;Disponible;;1;-79061.44828;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6395.775862
3803;DANIBISK GAYETN CLASIC 200 GRS;157514;;;;Disponible;;1;-79084.2786;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6397.630542
3804;yeah;157517;;;;Disponible;;1;-79107.10892;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6399.485222
3805;DANIBSK GAYETN FIESTA 200G;157519;;;;Disponible;;1;-79129.93924;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6401.339901
3806;FLIPS CHOCO 120 grs;157521;;;;Disponible;;1;-79152.76957;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6403.194581
3807;FLIPS CHOCOLATE 24 X 220grs;157523;;;;Disponible;;1;-79175.59989;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6405.049261
3808;FLIPS CHOCOLATE E 12X12X28 GRS;157525;;;;Disponible;;1;-79198.43021;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6406.903941
3810;FLIPS DOBLE CHOCO 12 X 12X28 GR;157527;;;;Disponible;;1;-79221.26054;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6408.758621
3811;FLIPS DOBLE CHOCO 24 X 220grs;157530;;;;Disponible;;1;-79244.09086;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6410.6133
3812;FLIPS DULCE DE LECHE 120 grs;157532;;;;Disponible;;1;-79266.92118;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6412.46798
3813;FLIPS DULCE DE LECHE 24 X 220grs;157534;;;;Disponible;;1;-79289.75151;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6414.32266
3814;yeah;157536;;;;Disponible;;1;-79312.58183;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6416.17734
3815;yeah;157538;;;;Disponible;;1;-79335.41215;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6418.03202
3816;yeah;157540;;;;Disponible;;1;-79358.24247;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6419.8867
3817;yeah;157543;;;;Disponible;;1;-79381.0728;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6421.741379
3818;yeah;157545;;;;Disponible;;1;-79403.90312;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6423.596059
3819;yeah;157547;;;;Disponible;;1;-79426.73344;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6425.450739
3820;yeah;157549;;;;Disponible;;1;-79449.56377;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6427.305419
3821;ACT II MANTEQUILLA;157551;;;;Disponible;;1;-79472.39409;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6429.160099
3822;ACT II MANTEQUILLA 12 X 3 X 91Grs;157553;;;;Disponible;;1;-79495.22441;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6431.014778
3823;ACT II MANTEQUILLA 4X18X91 GRS;157555;;ACT II MANTEQUILLA 4X18X91 GRS;;Disponible;;1;-79518.05473;IVA;09/08/2012;0;Kilogramo;0;0;0;Cent;06/01/2009 23:21;09/08/2012 18:15;;1;0;-6432.869458
3824;ACT II NATURAL 12 X 3 X 91Grs;157558;;;;Disponible;;1;-79540.88506;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6434.724138
3825;ACT II NATURALES 4X18X91 GRS;157560;;;;Disponible;;1;-79563.71538;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6436.578818
3827;ACT II QUESO AMARILLO 4X15X96GRS;157562;;;;Disponible;;1;-79586.5457;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6438.433498
3828;AZUCARADAS 240 GRS;157564;;;;Disponible;;1;-79609.37603;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6440.288177
3829;CHOCO SAFARI 240 GRS;157566;;;;Disponible;;1;-79632.20635;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6442.142857
3830;CHOCOAZUCARADAS 12 X 240 GRS;157568;;;;Disponible;;1;-79655.03667;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6443.997537
3831;CRONCH FLAKES 250 grs. (Three Pack);157571;;;;Disponible;;1;-79677.867;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6445.852217
3832;DANIBISK GALLETON XTRA CHOCO 200 GRS;157573;;;;Disponible;;1;-79700.69732;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6447.706897
3833;DANIBISK GAYETN CLASIC 200 GRS;157575;;;;Disponible;;1;-79723.52764;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6449.561576
3834;yeah;157577;;;;Disponible;;1;-79746.35796;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6451.416256
3835;DANIBSK GAYETN FIESTA 200G;157579;;;;Disponible;;1;-79769.18829;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6453.270936
3836;FLIPS CHOCO 120 grs;157581;;;;Disponible;;1;-79792.01861;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6455.125616
3837;FLIPS CHOCOLATE 24 X 220grs;157583;;;;Disponible;;1;-79814.84893;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6456.980296
3838;FLIPS CHOCOLATE E 12X12X28 GRS;157586;;;;Disponible;;1;-79837.67926;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6458.834975
3839;FLIPS DOBLE CHOCO 12 X 12X28 GR;157588;;;;Disponible;;1;-79860.50958;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6460.689655
3840;FLIPS DOBLE CHOCO 24 X 220grs;157590;;;;Disponible;;1;-79883.3399;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6462.544335
3841;FLIPS DULCE DE LECHE 120 grs;157592;;;;Disponible;;1;-79906.17022;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6464.399015
3842;FLIPS DULCE DE LECHE 24 X 220grs;157594;;;;Disponible;;1;-79929.00055;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6466.253695
3843;yeah;157596;;;;Disponible;;1;-79951.83087;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6468.108374
3845;yeah;157599;;;;Disponible;;1;-79974.66119;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6469.963054
3846;yeah;157601;;;;Disponible;;1;-79997.49152;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6471.817734
3847;yeah;157603;;;;Disponible;;1;-80020.32184;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6473.672414
3848;yeah;157605;;;;Disponible;;1;-80043.15216;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6475.527094
3849;yeah;157607;;;;Disponible;;1;-80065.98248;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6477.381773
3850;yeah;157609;;;;Disponible;;1;-80088.81281;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6479.236453
3851;ACT II MANTEQUILLA;157611;;;;Disponible;;1;-80111.64313;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6481.091133
3852;ACT II MANTEQUILLA 12 X 3 X 91Grs;157614;;;;Disponible;;1;-80134.47345;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6482.945813
3853;ACT II MANTEQUILLA 4X18X91 GRS;157616;;ACT II MANTEQUILLA 4X18X91 GRS;;Disponible;;1;-80157.30378;IVA;09/08/2012;0;Kilogramo;0;0;0;Cent;06/01/2009 23:21;09/08/2012 18:15;;1;0;-6484.800493
3854;ACT II NATURAL 12 X 3 X 91Grs;157618;;;;Disponible;;1;-80180.1341;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6486.655172
3855;ACT II NATURALES 4X18X91 GRS;157620;;;;Disponible;;1;-80202.96442;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6488.509852
3856;ACT II QUESO AMARILLO 4X15X96GRS;157622;;;;Disponible;;1;-80225.79475;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6490.364532
3857;AZUCARADAS 240 GRS;157624;;;;Disponible;;1;-80248.62507;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6492.219212
3858;CHOCO SAFARI 240 GRS;157627;;;;Disponible;;1;-80271.45539;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6494.073892
3859;CHOCOAZUCARADAS 12 X 240 GRS;157629;;;;Disponible;;1;-80294.28571;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6495.928571
3860;CRONCH FLAKES 250 grs. (Three Pack);157631;;;;Disponible;;1;-80317.11604;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6497.783251
3862;DANIBISK GALLETON XTRA CHOCO 200 GRS;157633;;;;Disponible;;1;-80339.94636;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6499.637931
3863;DANIBISK GAYETN CLASIC 200 GRS;157635;;;;Disponible;;1;-80362.77668;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6501.492611
3864;yeah;157637;;;;Disponible;;1;-80385.60701;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6503.347291
3865;DANIBSK GAYETN FIESTA 200G;157639;;;;Disponible;;1;-80408.43733;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6505.20197
3866;FLIPS CHOCO 120 grs;157642;;;;Disponible;;1;-80431.26765;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6507.05665
3867;FLIPS CHOCOLATE 24 X 220grs;157644;;;;Disponible;;1;-80454.09797;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6508.91133
3868;FLIPS CHOCOLATE E 12X12X28 GRS;157646;;;;Disponible;;1;-80476.9283;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6510.76601
3869;FLIPS DOBLE CHOCO 12 X 12X28 GR;157648;;;;Disponible;;1;-80499.75862;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6512.62069
3870;FLIPS DOBLE CHOCO 24 X 220grs;157650;;;;Disponible;;1;-80522.58894;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6514.475369
3871;FLIPS DULCE DE LECHE 120 grs;157652;;;;Disponible;;1;-80545.41927;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6516.330049
3872;FLIPS DULCE DE LECHE 24 X 220grs;157655;;;;Disponible;;1;-80568.24959;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6518.184729
3873;yeah;157657;;;;Disponible;;1;-80591.07991;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6520.039409
3874;yeah;157659;;;;Disponible;;1;-80613.91024;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6521.894089
3875;yeah;157661;;;;Disponible;;1;-80636.74056;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6523.748768
3876;yeah;157663;;;;Disponible;;1;-80659.57088;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6525.603448
3877;yeah;157665;;;;Disponible;;1;-80682.4012;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6527.458128
3879;yeah;157668;;;;Disponible;;1;-80705.23153;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6529.312808
3880;yeah;157670;;;;Disponible;;1;-80728.06185;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6531.167488
3881;ACT II MANTEQUILLA;157672;;;;Disponible;;1;-80750.89217;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6533.022167
3882;ACT II MANTEQUILLA 12 X 3 X 91Grs;157674;;;;Disponible;;1;-80773.7225;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6534.876847
3883;ACT II MANTEQUILLA 4X18X91 GRS;157676;;ACT II MANTEQUILLA 4X18X91 GRS;;Disponible;;1;-80796.55282;IVA;09/08/2012;0;Kilogramo;0;0;0;Cent;06/01/2009 23:21;09/08/2012 18:15;;1;0;-6536.731527
3884;ACT II NATURAL 12 X 3 X 91Grs;157678;;;;Disponible;;1;-80819.38314;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6538.586207
3885;ACT II NATURALES 4X18X91 GRS;157680;;;;Disponible;;1;-80842.21346;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6540.440887
3886;ACT II QUESO AMARILLO 4X15X96GRS;157683;;;;Disponible;;1;-80865.04379;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6542.295567
3887;AZUCARADAS 240 GRS;157685;;;;Disponible;;1;-80887.87411;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6544.150246
3888;CHOCO SAFARI 240 GRS;157687;;;;Disponible;;1;-80910.70443;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6546.004926
3889;CHOCOAZUCARADAS 12 X 240 GRS;157689;;;;Disponible;;1;-80933.53476;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6547.859606
3890;CRONCH FLAKES 250 grs. (Three Pack);157691;;;;Disponible;;1;-80956.36508;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6549.714286
3891;DANIBISK GALLETON XTRA CHOCO 200 GRS;157693;;;;Disponible;;1;-80979.1954;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6551.568966
3892;DANIBISK GAYETN CLASIC 200 GRS;157696;;;;Disponible;;1;-81002.02573;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6553.423645
3893;yeah;157698;;;;Disponible;;1;-81024.85605;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6555.278325
3894;DANIBSK GAYETN FIESTA 200G;157700;;;;Disponible;;1;-81047.68637;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6557.133005
3896;FLIPS CHOCO 120 grs;157702;;;;Disponible;;1;-81070.51669;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6558.987685
3897;FLIPS CHOCOLATE 24 X 220grs;157704;;;;Disponible;;1;-81093.34702;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6560.842365
3898;FLIPS CHOCOLATE E 12X12X28 GRS;157706;;;;Disponible;;1;-81116.17734;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6562.697044
3899;FLIPS DOBLE CHOCO 12 X 12X28 GR;157708;;;;Disponible;;1;-81139.00766;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6564.551724
3900;FLIPS DOBLE CHOCO 24 X 220grs;157711;;;;Disponible;;1;-81161.83799;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6566.406404
3901;FLIPS DULCE DE LECHE 120 grs;157713;;;;Disponible;;1;-81184.66831;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6568.261084
3902;FLIPS DULCE DE LECHE 24 X 220grs;157715;;;;Disponible;;1;-81207.49863;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6570.115764
3903;yeah;157717;;;;Disponible;;1;-81230.32895;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6571.970443
3904;yeah;157719;;;;Disponible;;1;-81253.15928;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6573.825123
3905;yeah;157721;;;;Disponible;;1;-81275.9896;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6575.679803
3906;yeah;157724;;;;Disponible;;1;-81298.81992;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6577.534483
3907;yeah;157726;;;;Disponible;;1;-81321.65025;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6579.389163
3908;yeah;157728;;;;Disponible;;1;-81344.48057;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6581.243842
3909;yeah;157730;;;;Disponible;;1;-81367.31089;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6583.098522
3910;ACT II MANTEQUILLA;157732;;;;Disponible;;1;-81390.14122;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6584.953202
3911;ACT II MANTEQUILLA 12 X 3 X 91Grs;157734;;;;Disponible;;1;-81412.97154;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6586.807882
3913;ACT II MANTEQUILLA 4X18X91 GRS;157736;;ACT II MANTEQUILLA 4X18X91 GRS;;Disponible;;1;-81435.80186;IVA;09/08/2012;0;Kilogramo;0;0;0;Cent;06/01/2009 23:21;09/08/2012 18:15;;1;0;-6588.662562
3914;ACT II NATURAL 12 X 3 X 91Grs;157739;;;;Disponible;;1;-81458.63218;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6590.517241
3915;ACT II NATURALES 4X18X91 GRS;157741;;;;Disponible;;1;-81481.46251;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6592.371921
3916;ACT II QUESO AMARILLO 4X15X96GRS;157743;;;;Disponible;;1;-81504.29283;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6594.226601
3917;AZUCARADAS 240 GRS;157745;;;;Disponible;;1;-81527.12315;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6596.081281
3918;CHOCO SAFARI 240 GRS;157747;;;;Disponible;;1;-81549.95348;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6597.935961
3919;CHOCOAZUCARADAS 12 X 240 GRS;157749;;;;Disponible;;1;-81572.7838;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6599.79064
3920;CRONCH FLAKES 250 grs. (Three Pack);157752;;;;Disponible;;1;-81595.61412;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6601.64532
3921;DANIBISK GALLETON XTRA CHOCO 200 GRS;157754;;;;Disponible;;1;-81618.44444;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6603.5
3922;DANIBISK GAYETN CLASIC 200 GRS;157756;;;;Disponible;;1;-81641.27477;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6605.35468
3923;yeah;157758;;;;Disponible;;1;-81664.10509;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6607.20936
3924;DANIBSK GAYETN FIESTA 200G;157760;;;;Disponible;;1;-81686.93541;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6609.064039
3925;FLIPS CHOCO 120 grs;157762;;;;Disponible;;1;-81709.76574;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6610.918719
3926;FLIPS CHOCOLATE 24 X 220grs;157764;;;;Disponible;;1;-81732.59606;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6612.773399
3927;FLIPS CHOCOLATE E 12X12X28 GRS;157767;;;;Disponible;;1;-81755.42638;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6614.628079
3928;FLIPS DOBLE CHOCO 12 X 12X28 GR;157769;;;;Disponible;;1;-81778.2567;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6616.482759
3930;FLIPS DOBLE CHOCO 24 X 220grs;157771;;;;Disponible;;1;-81801.08703;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6618.337438
3931;FLIPS DULCE DE LECHE 120 grs;157773;;;;Disponible;;1;-81823.91735;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6620.192118
3932;FLIPS DULCE DE LECHE 24 X 220grs;157775;;;;Disponible;;1;-81846.74767;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6622.046798
3933;yeah;157777;;;;Disponible;;1;-81869.578;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6623.901478
3934;yeah;157780;;;;Disponible;;1;-81892.40832;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6625.756158
3935;yeah;157782;;;;Disponible;;1;-81915.23864;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6627.610837
3936;yeah;157784;;;;Disponible;;1;-81938.06897;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6629.465517
3937;yeah;157786;;;;Disponible;;1;-81960.89929;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6631.320197
3938;yeah;157788;;;;Disponible;;1;-81983.72961;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6633.174877
3939;yeah;157790;;;;Disponible;;1;-82006.55993;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6635.029557
3940;ACT II MANTEQUILLA;157793;;;;Disponible;;1;-82029.39026;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6636.884236
3941;ACT II MANTEQUILLA 12 X 3 X 91Grs;157795;;;;Disponible;;1;-82052.22058;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6638.738916
3942;ACT II MANTEQUILLA 4X18X91 GRS;157797;;ACT II MANTEQUILLA 4X18X91 GRS;;Disponible;;1;-82075.0509;IVA;09/08/2012;0;Kilogramo;0;0;0;Cent;06/01/2009 23:21;09/08/2012 18:15;;1;0;-6640.593596
3943;ACT II NATURAL 12 X 3 X 91Grs;157799;;;;Disponible;;1;-82097.88123;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6642.448276
3944;ACT II NATURALES 4X18X91 GRS;157801;;;;Disponible;;1;-82120.71155;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6644.302956
3945;ACT II QUESO AMARILLO 4X15X96GRS;157803;;;;Disponible;;1;-82143.54187;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6646.157635
3947;AZUCARADAS 240 GRS;157805;;;;Disponible;;1;-82166.37219;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6648.012315
3948;CHOCO SAFARI 240 GRS;157808;;;;Disponible;;1;-82189.20252;;10/10/2012;0;Kilogramo;0;0;0;Cent;;;;1;0;-6649.866995
